,year,month,season,song_name,artist,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
432,2000,5,Spring,I Disappear,METALLICA,0.534,0.929,C#/Db,0.047,0.000206,5.58E-05,0.036,0.447,122.733,266240
433,2000,5,Spring,Me Neither,BRAD PAISLEY,0.622,0.942,C,0.0385,0.0271,2.36E-05,0.326,0.844,117.173,200160
434,2000,5,Spring,Mirror Mirror,M2M,0.696,0.685,C#/Db,0.0246,0.218,0,0.0988,0.507,100.088,200427
435,2000,5,Spring,This Time Around,HANSON,0.31,0.89,C#/Db,0.108,0.0595,0,0.127,0.314,164.312,259493
436,2000,5,Spring,Desert Rose,STING & CHEB MAMI,0.577,0.654,C,0.0321,0.0143,0,0.114,0.13,111.993,285893
437,2000,5,Spring,Whistle While You Twurk,YING YANG TWINS,0.935,0.608,C#/Db,0.085,0.00155,0,0.342,0.0664,101.992,265440
438,2000,5,Spring,That's What I'm Looking For,DA BRAT,0.929,0.728,C#/Db,0.102,0.344,0,0.055,0.961,130.076,221533
439,2000,5,Spring,Love Sets You Free,KELLY PRICE & FRIENDS,0.55,0.92,G#/Ab,0.214,0.0487,0,0.47,0.906,191.096,245747
440,2000,5,Spring,The Bad Touch,BLOODHOUND GANG,0.831,0.735,C,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507
441,2000,5,Spring,I Belong To You,LENNY KRAVITZ,0.691,0.686,G,0.0493,0.000647,0.00456,0.106,0.666,87.312,257067
442,2000,5,Spring,Lessons Learned,TRACY LAWRENCE,0.682,0.719,F,0.0259,0.281,1.79E-06,0.308,0.755,124.633,177893
443,2000,5,Spring,Monica,BEFORE DARK,0.736,0.573,A#/Bb,0.0728,0.0374,0,0.0833,0.702,87.992,244800
444,2000,5,Spring,No Mercy,TY HERNDON,0.407,0.627,A#/Bb,0.03,0.112,0.000266,0.13,0.438,187.676,285960
445,2000,5,Spring,From The Bottom Of My Broken Heart,BRITNEY SPEARS,0.677,0.665,G,0.0305,0.56,1.01E-06,0.338,0.706,74.981,312533
446,2000,5,Spring,Falls Apart,SUGAR RAY,0.561,0.897,E,0.0306,0.00318,0.00623,0.248,0.599,103.461,255160
447,2000,5,Spring,Another Dumb Blonde,HOKU,0.688,0.94,C#/Db,0.0843,0.24,0,0.08,0.551,123.906,232067
448,2000,6,Summer,Try Again,AALIYAH,0.794,0.662,F#/Gb,0.249,0.0789,0,0.0937,0.683,93.053,284640
449,2000,6,Summer,Breathe,FAITH HILL,0.529,0.496,G,0.029,0.173,0,0.251,0.278,136.859,250547
450,2000,6,Summer,Everything You Want,VERTICAL HORIZON,0.636,0.761,D#/Eb,0.0306,0.0517,0,0.0642,0.736,93.896,257067
451,2000,6,Summer,Be With You,ENRIQUE IGLESIAS,0.69,0.871,C#/Db,0.0329,0.0359,0.000843,0.0347,0.561,121.984,220160
452,2000,6,Summer,You Sang To Me,MARC ANTHONY,0.578,0.894,A#/Bb,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,347107
453,2000,6,Summer,The Real Slim Shady,EMINEM,0.949,0.661,F,0.0572,0.0302,0,0.0454,0.76,104.504,284200
454,2000,6,Summer,Thong Song,SISQO,0.706,0.888,D,0.0654,0.119,9.64E-05,0.07,0.714,121.549,253733
455,2000,6,Summer,Oops! ... I Did It Again,BRITNEY SPEARS,0.462,0.66,D#/Eb,0.378,0.00557,0,0.0889,0.782,82.613,230053
456,2000,6,Summer,I Wanna Know,JOE,0.725,0.487,G#/Ab,0.0368,0.26,1.09E-05,0.431,0.599,136.086,296693
457,2000,6,Summer,I Try,MACY GRAY,0.593,0.642,D,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440
458,2000,6,Summer,He Wasn't Man Enough,TONI BRAXTON,0.739,0.947,B,0.0411,0.00916,3.14E-05,0.326,0.766,88.009,261933
459,2000,6,Summer,Higher,CREED,0.459,0.83,D,0.0364,5.15E-05,0.00014,0.206,0.431,155.827,316733
460,2000,6,Summer,There You Go,PINK,0.822,0.847,A#/Bb,0.0917,0.0854,0,0.0452,0.668,107.908,202800
461,2000,6,Summer,It's Gonna Be Me,N SYNC,0.636,0.873,C,0.071,0.0407,1.27E-06,0.0372,0.908,165.071,192427
462,2000,6,Summer,Bent,MATCHBOX 20,0.518,0.83,F#/Gb,0.0386,0.0404,3.85E-06,0.375,0.527,95.468,256133
463,2000,6,Summer,I Turn To You,CHRISTINA AGUILERA,0.599,0.47,C#/Db,0.0376,0.38,0,0.111,0.298,127.177,273707
464,2000,6,Summer,Say My Name,DESTINY'S CHILD,0.713,0.678,F,0.102,0.273,0,0.149,0.734,138.009,271333
465,2000,6,Summer,Otherside,RED HOT CHILI PEPPERS,0.458,0.795,C,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373
466,2000,6,Summer,Back Here,BB MAK,0.624,0.945,G,0.0343,0.0698,4.57E-06,0.0867,0.914,104.77,218200
467,2000,6,Summer,Amazed,LONESTAR,0.561,0.543,C#/Db,0.0324,0.26,0,0.124,0.243,139.803,240867
468,2000,6,Summer,I Wish,CARL THOMAS,0.736,0.666,C#/Db,0.0337,0.0593,3.82E-05,0.107,0.224,89.824,226760
469,2000,6,Summer,(Hot S**t) Country Grammar,NELLY,0.889,0.648,D,0.109,0.00828,0,0.113,0.58,81.388,259173
470,2000,6,Summer,Swear It Again,WESTLIFE,0.626,0.532,A,0.0275,0.296,0,0.122,0.33,130.071,248240
471,2000,6,Summer,Absolutely,NINE DAYS,0.481,0.94,G,0.066,0.000891,0,0.0939,0.66,96.493,189333
472,2000,6,Summer,Bye Bye Bye,N SYNC,0.61,0.926,G#/Ab,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
473,2000,6,Summer,Yes!,CHAD BROCK,0.674,0.623,D,0.0283,0.00408,5.61E-05,0.0488,0.452,126.547,206733
474,2000,6,Summer,Broadway,GOO GOO DOLLS,0.527,0.878,B,0.0424,0.000555,0,0.0852,0.757,132.791,238533
475,2000,6,Summer,Smooth,SANTANA featuring ROB THOMAS,0.691,0.764,A,0.0386,0.112,0.00419,0.0509,0.833,115.98,240013
476,2000,6,Summer,It Feels So Good,SONIQUE,0.634,0.677,F,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867
477,2000,6,Summer,Separated,AVANT,0.798,0.48,C,0.0276,0.247,0,0.237,0.643,108.241,255600
478,2000,6,Summer,Let's Get Married,JAGGED EDGE,0.852,0.694,C#/Db,0.0653,0.0121,0,0.126,0.789,109.906,249040
479,2000,6,Summer,Crash And Burn,SAVAGE GARDEN,0.581,0.607,E,0.028,0.189,1.60E-06,0.0882,0.213,102.03,281467
480,2000,6,Summer,Party Up (Up In Here),DMX,0.554,0.941,B,0.339,0.065,0,0.19,0.409,100.801,228400
481,2000,6,Summer,Better Off Alone,ALICE DEEJAY,0.666,0.854,G#/Ab,0.0565,0.0044,0.769,0.313,0.748,136.954,215246
482,2000,6,Summer,The One,BACKSTREET BOYS,0.663,0.934,F,0.0348,0.0646,0,0.164,0.621,110.031,226933
483,2000,6,Summer,Where I Wanna Be,DONELL JONES,0.664,0.396,F,0.0298,0.52,0,0.268,0.453,102.053,253627
484,2000,6,Summer,The Way You Love Me,FAITH HILL,0.627,0.716,D,0.0352,0.127,0,0.0344,0.734,101.99,186067
485,2000,6,Summer,Wifey,NEXT,0.831,0.713,G,0.104,0.0678,0,0.0659,0.683,99.584,243467
486,2000,6,Summer,She's More,ANDY GRIGGS,0.679,0.528,G,0.0267,0.0754,0,0.12,0.274,99.035,199733
487,2000,6,Summer,Graduation (Friends Forever),VITAMIN C,0.583,0.637,C,0.0459,0.00722,0.0419,0.177,0.315,80.004,340613
488,2000,6,Summer,Shackles (Praise You),MARY MARY,0.779,0.834,G,0.162,0.0343,0,0.0886,0.8,100.46,198347
489,2000,6,Summer,Couldn't Last A Moment,COLLIN RAYE,0.703,0.659,E,0.0227,0.0977,0,0.128,0.665,96.735,220933
490,2000,6,Summer,The Chain Of Love,CLAY WALKER,0.533,0.315,D,0.0308,0.235,1.19E-05,0.0939,0.316,140.918,304507
491,2000,6,Summer,Never Let You Go,THIRD EYE BLIND,0.728,0.94,E,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240
492,2000,6,Summer,Purest Of Pain (A Puro Dolor),SON BY FOUR,0.593,0.939,G,0.0616,0.45,1.33E-05,0.109,0.743,134.108,247480
493,2000,6,Summer,Unconditional,CLAY DAVIDSON,0.562,0.451,G,0.0266,0.419,0,0.104,0.277,132.949,240960
494,2000,6,Summer,Jumpin' Jumpin',DESTINY'S CHILD,0.771,0.685,C#/Db,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200
495,2000,6,Summer,Kryptonite,3 DOORS DOWN,0.545,0.865,B,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,233933
496,2000,6,Summer,Desert Rose,STING & CHEB MAMI,0.577,0.654,C,0.0321,0.0143,0,0.114,0.13,111.993,285893
497,2000,6,Summer,Dance Tonight,LUCY PEARL,0.787,0.425,A#/Bb,0.0641,0.00637,0.00169,0.196,0.711,99.225,221280
498,2000,6,Summer,What I Need To Do,KENNY CHESNEY,0.622,0.428,G#/Ab,0.0338,0.432,1.20E-05,0.119,0.229,77.127,244293
499,2000,6,Summer,Wobble Wobble,504 BOYZ,0.851,0.702,G,0.283,0.00296,0,0.36,0.331,170.014,214534
500,2000,6,Summer,Prayin' For Daylight,RASCAL FLATTS,0.64,0.781,G,0.0398,0.578,0,0.272,0.646,91.02,215600
501,2000,6,Summer,Doesn't Really Matter,JANET JACKSON,0.771,0.796,F,0.076,0.0993,0.00278,0.0981,0.801,99.316,265027
502,2000,6,Summer,Some Things Never Change,TIM McGRAW,0.545,0.61,E,0.027,0.355,1.21E-06,0.18,0.415,89.924,236267
503,2000,6,Summer,Best Of Me,MYA featuring JADAKISS,0.659,0.721,A,0.117,0.166,0,0.0641,0.66,86.737,252360
504,2000,6,Summer,Only God Knows Why,KID ROCK,0.628,0.749,E,0.03,0.0569,0.00204,0.134,0.31,129.2,327667
505,2000,6,Summer,I Need You,LeANN RIMES,0.478,0.736,G,0.0367,0.02,9.58E-05,0.118,0.564,144.705,229827
506,2000,6,Summer,I'll Be,REBA McENTIRE,0.586,0.423,C,0.0267,0.643,0,0.129,0.268,122.625,268867
507,2000,6,Summer,More,TRACE ADKINS,0.477,0.811,E,0.0456,0.112,0.000663,0.234,0.708,179.112,187000
508,2000,6,Summer,I Think God Can Explain,SPLENDER,0.48,0.729,A#/Bb,0.028,0.0129,0,0.0862,0.509,137.232,236760
509,2000,6,Summer,Flowers On The Wall,ERIC HEATHERLEY,0.76,0.644,C#/Db,0.0431,0.07,1.91E-05,0.155,0.779,99.954,209440
510,2000,6,Summer,With Arms Open Wide,CREED,0.41,0.539,C,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800
511,2000,6,Summer,I Wanna Be With You,MANDY MOORE,0.515,0.908,G#/Ab,0.0368,0.0158,1.88E-05,0.412,0.637,150.031,252600
512,2000,6,Summer,Mirror Mirror,M2M,0.696,0.685,C#/Db,0.0246,0.218,0,0.0988,0.507,100.088,200427
513,2000,6,Summer,Same Script Different Cast,WHITNEY HOUSTON & DEBORAH COX,0.671,0.59,C#/Db,0.0346,0.528,0,0.119,0.241,117.979,295893
514,2000,6,Summer,What About Now,LONESTAR,0.663,0.819,E,0.0335,0.147,0,0.0915,0.73,125.878,210000
515,2000,6,Summer,Could I Have This Kiss Forever,ENRIQUE IGLESIAS & WHITNEY HOUSTON,0.505,0.876,A#/Bb,0.0772,0.00375,6.06E-06,0.138,0.443,93.841,235107
516,2000,6,Summer,I Disappear,METALLICA,0.534,0.929,C#/Db,0.047,0.000206,5.58E-05,0.036,0.447,122.733,266240
517,2000,6,Summer,No Mercy,TY HERNDON,0.407,0.627,A#/Bb,0.03,0.112,0.000266,0.13,0.438,187.676,285960
518,2000,6,Summer,It's Hard,PUNISHER & DONNELL JONES,0.9,0.593,A#/Bb,0.333,0.0554,0,0.0304,0.633,92.946,172933
519,2000,6,Summer,You Owe Me,NAS & GINUWINE,0.867,0.487,C#/Db,0.266,0.167,0,0.108,0.696,110.026,287907
520,2000,6,Summer,I Will Love Again,LARA FABIAN,0.643,0.757,A,0.0347,0.0435,1.35E-06,0.0883,0.471,126.975,223040
521,2000,6,Summer,Someday Out Of The Blue,ELTON JOHN,0.571,0.83,A#/Bb,0.046,0.265,0,0.0764,0.483,159.872,287933
522,2000,6,Summer,Feelin' So Good,JENNIFER LOPEZ,0.738,0.84,A#/Bb,0.0606,0.00437,0.00629,0.0807,0.862,107.755,326000
523,2000,6,Summer,Shut Up,TRICK DADDY,0.792,0.733,B,0.389,0.00676,0,0.29,0.653,144.857,262787
524,2000,6,Summer,Carlene,PHIL VASSAR,0.587,0.88,E,0.0324,0.0784,0,0.182,0.778,129.222,246240
525,2000,6,Summer,You'll Alway Be Loved By Me,BROOKS & DUNN,0.671,0.658,D,0.0258,0.198,2.48E-05,0.297,0.568,103.122,181840
526,2000,6,Summer,One Voice,BILLY GILMAN,0.442,0.447,C,0.0252,0.101,0,0.0962,0.16,149.652,249840
527,2000,6,Summer,Been There,CLINT BLACK with STEVE WARINER,0.637,0.867,D,0.0298,0.00575,0.00798,0.0542,0.731,92.826,335200
528,2000,6,Summer,When You Need My Love,DARRYL WORLEY,0.587,0.641,E,0.0224,0.0843,0,0.31,0.412,86.008,219800
529,2000,6,Summer,3 Little Words,NU FLAVOUR,0.709,0.469,B,0.0278,0.504,0,0.045,0.256,113.986,256307
530,2000,6,Summer,Love's The Only House,MARTINA McBRIDE,0.708,0.572,A,0.0265,0.016,0,0.104,0.572,122.843,313867
531,2000,6,Summer,Nothing As It Seems,PEARL JAM,0.241,0.508,A,0.0275,0.0362,0.599,0.167,0.0445,140.627,321293
532,2000,6,Summer,Riddle,EN VOGUE,0.805,0.54,A#/Bb,0.0406,0.139,1.70E-05,0.0753,0.701,95.999,309813
533,2000,6,Summer,Whoa!,BLACK ROB,0.736,0.705,G,0.24,0.0579,0,0.321,0.557,86.404,238840
534,2000,6,Summer,That's What I'm Looking For,DA BRAT,0.929,0.728,C#/Db,0.102,0.344,0,0.055,0.961,130.076,221533
535,2000,6,Summer,Another Nine Minutes,YANKEE GREY,0.671,0.715,G,0.0376,0.54,0,0.0305,0.785,137.828,190000
536,2000,6,Summer,Goodbye Earl,DIXIE CHICKS,0.705,0.7,C,0.0295,0.0192,0,0.0755,0.765,122.841,258640
537,2000,6,Summer,I'm Outta Love,ANASTACIA,0.761,0.716,A#/Bb,0.056,0.396,0,0.0771,0.649,119.41,245400
538,2000,6,Summer,Back At One,MARK WILLS,0.627,0.451,B,0.0275,0.174,0,0.0634,0.291,129.872,246493
539,2000,6,Summer,Whistle While You Twurk,YING YANG TWINS,0.935,0.608,C#/Db,0.085,0.00155,0,0.342,0.0664,101.992,265440
540,2000,6,Summer,Give Me You,MARY J. BLIGE,0.634,0.405,A,0.0579,0.0316,5.20E-05,0.335,0.0398,109.953,305160
541,2000,7,Summer,Everything You Want,VERTICAL HORIZON,0.636,0.761,D#/Eb,0.0306,0.0517,0,0.0642,0.736,93.896,257067
542,2000,7,Summer,Try Again,AALIYAH,0.794,0.662,F#/Gb,0.249,0.0789,0,0.0937,0.683,93.053,284640
543,2000,7,Summer,Be With You,ENRIQUE IGLESIAS,0.69,0.871,C#/Db,0.0329,0.0359,0.000843,0.0347,0.561,121.984,220160
544,2000,7,Summer,I Wanna Know,JOE,0.725,0.487,G#/Ab,0.0368,0.26,1.09E-05,0.431,0.599,136.086,296693
545,2000,7,Summer,It's Gonna Be Me,N SYNC,0.636,0.873,C,0.071,0.0407,1.27E-06,0.0372,0.908,165.071,192427
546,2000,7,Summer,Bent,MATCHBOX 20,0.518,0.83,F#/Gb,0.0386,0.0404,3.85E-06,0.375,0.527,95.468,256133
547,2000,7,Summer,I Turn To You,CHRISTINA AGUILERA,0.599,0.47,C#/Db,0.0376,0.38,0,0.111,0.298,127.177,273707
548,2000,7,Summer,The Real Slim Shady,EMINEM,0.949,0.661,F,0.0572,0.0302,0,0.0454,0.76,104.504,284200
549,2000,7,Summer,Higher,CREED,0.459,0.83,D,0.0364,5.15E-05,0.00014,0.206,0.431,155.827,316733
550,2000,7,Summer,There You Go,PINK,0.822,0.847,A#/Bb,0.0917,0.0854,0,0.0452,0.668,107.908,202800
551,2000,7,Summer,Absolutely,NINE DAYS,0.481,0.94,G,0.066,0.000891,0,0.0939,0.66,96.493,189333
552,2000,7,Summer,You Sang To Me,MARC ANTHONY,0.578,0.894,A#/Bb,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,347107
553,2000,7,Summer,Breathe,FAITH HILL,0.529,0.496,G,0.029,0.173,0,0.251,0.278,136.859,250547
554,2000,7,Summer,He Wasn't Man Enough,TONI BRAXTON,0.739,0.947,B,0.0411,0.00916,3.14E-05,0.326,0.766,88.009,261933
555,2000,7,Summer,Back Here,BB MAK,0.624,0.945,G,0.0343,0.0698,4.57E-06,0.0867,0.914,104.77,218200
556,2000,7,Summer,I Try,MACY GRAY,0.593,0.642,D,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440
557,2000,7,Summer,Oops! ... I Did It Again,BRITNEY SPEARS,0.462,0.66,D#/Eb,0.378,0.00557,0,0.0889,0.782,82.613,230053
558,2000,7,Summer,"Jumpin', Jumpin'",DESTINY'S CHILD,0.771,0.685,C#/Db,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200
559,2000,7,Summer,No More,RUFF ENDZ,0.839,0.641,A#/Bb,0.0858,0.0324,4.56E-06,0.0602,0.927,97.004,242560
560,2000,7,Summer,Wifey,NEXT,0.831,0.713,G,0.104,0.0678,0,0.0659,0.683,99.584,243467
561,2000,7,Summer,Let's Get Married,JAGGED EDGE,0.852,0.694,C#/Db,0.0653,0.0121,0,0.126,0.789,109.906,249040
562,2000,7,Summer,Thong Song,SISQO,0.706,0.888,D,0.0654,0.119,9.64E-05,0.07,0.714,121.549,253733
563,2000,7,Summer,Swear It Again,WESTLIFE,0.626,0.532,A,0.0275,0.296,0,0.122,0.33,130.071,248240
564,2000,7,Summer,Separated,AVANT,0.798,0.48,C,0.0276,0.247,0,0.237,0.643,108.241,255600
565,2000,7,Summer,Doesn't Really Matter,JANET JACKSON,0.771,0.796,F,0.076,0.0993,0.00278,0.0981,0.801,99.316,265027
566,2000,7,Summer,(Hot S**t) Country Grammar,NELLY,0.889,0.648,D,0.109,0.00828,0,0.113,0.58,81.388,259173
567,2000,7,Summer,Yes!,CHAD BROCK,0.674,0.623,D,0.0283,0.00408,5.61E-05,0.0488,0.452,126.547,206733
568,2000,7,Summer,Amazed,LONESTAR,0.561,0.543,C#/Db,0.0324,0.26,0,0.124,0.243,139.803,240867
569,2000,7,Summer,Smooth,SANTANA featuring ROB THOMAS,0.691,0.764,A,0.0386,0.112,0.00419,0.0509,0.833,115.98,240013
570,2000,7,Summer,Purest Of Pain (A Puro Dolor),SON BY FOUR,0.593,0.939,G,0.0616,0.45,1.33E-05,0.109,0.743,134.108,247480
571,2000,7,Summer,Where I Wanna Be,DONELL JONES,0.664,0.396,F,0.0298,0.52,0,0.268,0.453,102.053,253627
572,2000,7,Summer,Say My Name,DESTINY'S CHILD,0.713,0.678,F,0.102,0.273,0,0.149,0.734,138.009,271333
573,2000,7,Summer,Kryptonite,3 DOORS DOWN,0.545,0.865,B,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,233933
574,2000,7,Summer,Simple Kind Of Life,NO DOUBT,0.576,0.849,C,0.0355,0.0678,0,0.278,0.482,119.999,256933
575,2000,7,Summer,Dance Tonight,LUCY PEARL,0.787,0.425,A#/Bb,0.0641,0.00637,0.00169,0.196,0.711,99.225,221280
576,2000,7,Summer,I Wish,CARL THOMAS,0.736,0.666,C#/Db,0.0337,0.0593,3.82E-05,0.107,0.224,89.824,226760
577,2000,7,Summer,Party Up (Up In Here),DMX,0.554,0.941,B,0.339,0.065,0,0.19,0.409,100.801,228400
578,2000,7,Summer,I Think I'm In Love With You,JESSICA SIMPSON,0.715,0.815,A,0.0576,0.0689,0,0.233,0.804,106.001,197693
579,2000,7,Summer,I Wanna Be With You,MANDY MOORE,0.515,0.908,G#/Ab,0.0368,0.0158,1.88E-05,0.412,0.637,150.031,252600
580,2000,7,Summer,Broadway,GOO GOO DOLLS,0.527,0.878,B,0.0424,0.000555,0,0.0852,0.757,132.791,238533
581,2000,7,Summer,The One,BACKSTREET BOYS,0.663,0.934,F,0.0348,0.0646,0,0.164,0.621,110.031,226933
582,2000,7,Summer,Crash And Burn,SAVAGE GARDEN,0.581,0.607,E,0.028,0.189,1.60E-06,0.0882,0.213,102.03,281467
583,2000,7,Summer,Prayin' For Daylight,RASCAL FLATTS,0.64,0.781,G,0.0398,0.578,0,0.272,0.646,91.02,215600
584,2000,7,Summer,What About Now,LONESTAR,0.663,0.819,E,0.0335,0.147,0,0.0915,0.73,125.878,210000
585,2000,7,Summer,Unconditional,CLAY DAVIDSON,0.562,0.451,G,0.0266,0.419,0,0.104,0.277,132.949,240960
586,2000,7,Summer,I Will Love Again,LARA FABIAN,0.643,0.757,A,0.0347,0.0435,1.35E-06,0.0883,0.471,126.975,223040
587,2000,7,Summer,I Need You,LeANN RIMES,0.478,0.736,G,0.0367,0.02,9.58E-05,0.118,0.564,144.705,229827
588,2000,7,Summer,That's The Way,JO DEE MESSINA,0.488,0.923,D,0.103,0.129,0,0.158,0.818,183.891,202253
589,2000,7,Summer,I'll Be,REBA McENTIRE,0.586,0.423,C,0.0267,0.643,0,0.129,0.268,122.625,268867
590,2000,7,Summer,Better Off Alone,ALICE DEEJAY,0.666,0.854,G#/Ab,0.0565,0.0044,0.769,0.313,0.748,136.954,215246
591,2000,7,Summer,Some Things Never Change,TIM McGRAW,0.545,0.61,E,0.027,0.355,1.21E-06,0.18,0.415,89.924,236267
592,2000,7,Summer,Could I Have This Kiss Forever,ENRIQUE IGLESIAS & WHITNEY HOUSTON,0.505,0.876,A#/Bb,0.0772,0.00375,6.06E-06,0.138,0.443,93.841,235107
593,2000,7,Summer,Flowers On The Wall,ERIC HEATHERLEY,0.76,0.644,C#/Db,0.0431,0.07,1.91E-05,0.155,0.779,99.954,209440
594,2000,7,Summer,Incomplete,SISQO,0.746,0.443,C#/Db,0.0771,0.282,0,0.14,0.272,119.311,274227
595,2000,7,Summer,Crybaby,MARIAH CAREY featuring SNOOP DOGG,0.692,0.196,G,0.0415,0.0347,0,0.662,0.725,78.989,224067
596,2000,7,Summer,It Must Be Love,ALAN JACKSON,0.816,0.669,F#/Gb,0.0295,0.284,0,0.0563,0.967,112.132,171813
597,2000,7,Summer,I Think God Can Explain,SPLENDER,0.48,0.729,A#/Bb,0.028,0.0129,0,0.0862,0.509,137.232,236760
598,2000,7,Summer,One Voice,BILLY GILMAN,0.442,0.447,C,0.0252,0.101,0,0.0962,0.16,149.652,249840
599,2000,7,Summer,Couldn't Last A Moment,COLLIN RAYE,0.703,0.659,E,0.0227,0.0977,0,0.128,0.665,96.735,220933
600,2000,7,Summer,The Way You Love Me,FAITH HILL,0.627,0.716,D,0.0352,0.127,0,0.0344,0.734,101.99,186067
601,2000,7,Summer,The Chain Of Love,CLAY WALKER,0.533,0.315,D,0.0308,0.235,1.19E-05,0.0939,0.316,140.918,304507
602,2000,7,Summer,Wonderful,EVERCLEAR,0.514,0.817,G,0.05,0.0118,8.25E-06,0.346,0.734,186.765,280813
603,2000,7,Summer,Same Script Different Cast,WHITNEY HOUSTON & DEBORAH COX,0.671,0.59,C#/Db,0.0346,0.528,0,0.119,0.241,117.979,295893
604,2000,7,Summer,Shackles (Praise You),MARY MARY,0.779,0.834,G,0.162,0.0343,0,0.0886,0.8,100.46,198347
605,2000,7,Summer,Cold Day In July,DIXIE CHICKS,0.574,0.368,G,0.0271,0.0163,2.12E-05,0.0746,0.296,129.457,312693
606,2000,7,Summer,Taking You Home,DON HENLEY,0.569,0.498,E,0.0269,0.341,2.35E-05,0.134,0.0891,72.344,331667
607,2000,7,Summer,With Arms Open Wide,CREED,0.41,0.539,C,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800
608,2000,7,Summer,Change Your Mind,SISTER HAZEL,0.428,0.785,C,0.0569,0.0104,0,0.102,0.68,182.352,259667
609,2000,7,Summer,Wobble Wobble,504 BOYZ,0.851,0.702,G,0.283,0.00296,0,0.36,0.331,170.014,214534
610,2000,7,Summer,She's More,ANDY GRIGGS,0.679,0.528,G,0.0267,0.0754,0,0.12,0.274,99.035,199733
611,2000,7,Summer,I Will ... But,SHEDAISY,0.675,0.837,D,0.0354,0.103,0,0.123,0.888,112.53,219973
612,2000,7,Summer,Sour Girl,STONE TEMPLE PILOTS,0.394,0.663,C,0.0295,0.0769,0.00644,0.239,0.737,207.575,256253
613,2000,7,Summer,No Matter What They Say,LIL' KIM,0.744,0.775,C#/Db,0.325,0.0267,0,0.137,0.649,106.093,251200
614,2000,7,Summer,As We Lay,KELLY PRICE,0.46,0.359,G#/Ab,0.0341,0.435,0,0.113,0.137,123.536,381853
615,2000,7,Summer,You'll Always Be Loved By Me,BROOKS & DUNN,0.671,0.658,D,0.0258,0.198,2.48E-05,0.297,0.568,103.122,181840
616,2000,7,Summer,I Disappear,METALLICA,0.534,0.929,C#/Db,0.047,0.000206,5.58E-05,0.036,0.447,122.733,266240
617,2000,7,Summer,When You Need My Love,DARRYL WORLEY,0.587,0.641,E,0.0224,0.0843,0,0.31,0.412,86.008,219800
618,2000,7,Summer,Best Of Me,MYA featuring JADAKISS,0.659,0.721,A,0.117,0.166,0,0.0641,0.66,86.737,252360
619,2000,7,Summer,Mirror Mirror,M2M,0.696,0.685,C#/Db,0.0246,0.218,0,0.0988,0.507,100.088,200427
620,2000,7,Summer,Got It All,EVE & JADAKISS,0.79,0.755,C#/Db,0.459,0.0152,3.75E-05,0.411,0.627,95.048,227227
621,2000,7,Summer,Faded,SOULDECISION featuring THRUST,0.856,0.509,B,0.0346,0.00807,0,0.0592,0.863,107.91,164286
622,2000,7,Summer,Take That,TORREY CARTER,0.737,0.737,F#/Gb,0.117,0.00904,0.000323,0.242,0.704,92.917,223843
623,2000,7,Summer,Shut Up,TRICK DADDY,0.792,0.733,B,0.389,0.00676,0,0.29,0.653,144.857,262787
624,2000,7,Summer,What I Need To Do,KENNY CHESNEY,0.622,0.428,G#/Ab,0.0338,0.432,1.20E-05,0.119,0.229,77.127,244293
625,2000,7,Summer,It's So Hard,BIG PUNISHER,0.9,0.593,A#/Bb,0.333,0.0554,0,0.0304,0.633,92.946,172933
626,2000,7,Summer,What You Want,DMX,0.644,0.841,C#/Db,0.324,0.0631,0,0.325,0.752,166.999,248653
627,2000,7,Summer,Don't Call Me Baby,MADISON AVENUE,0.808,0.982,D#/Eb,0.0311,0.0585,0.00689,0.35,0.961,124.999,228140
628,2000,7,Summer,Dancing Queen,A*TEENS,0.65,0.902,A,0.0437,0.107,0.000194,0.0793,0.531,104.871,228573
629,2000,7,Summer,Someday Out Of The Blue,ELTON JOHN,0.571,0.83,A#/Bb,0.046,0.265,0,0.0764,0.483,159.872,287933
630,2000,7,Summer,3 Little Words,NU FLAVOUR,0.709,0.469,B,0.0278,0.504,0,0.045,0.256,113.986,256307
631,2000,7,Summer,Monica,BEFORE DARK,0.736,0.573,A#/Bb,0.0728,0.0374,0,0.0833,0.702,87.992,244800
632,2000,8,Summer,Incomplete,SISQO,0.746,0.443,C#/Db,0.0771,0.282,0,0.14,0.272,119.311,274227
633,2000,8,Summer,Bent,MATCHBOX 20,0.518,0.83,F#/Gb,0.0386,0.0404,3.85E-06,0.375,0.527,95.468,256133
