,year,month,season,song_name,artist,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
9449,2009,2,Winter,You Complete Me,KEYSHIA COLE,0.681,0.666,D,0.0491,0.578,0,0.26,0.732,111.401,230920
9450,2009,2,Winter,"Lions, Tigers & Bears",JAZMINE SULLIVAN,0.576,0.515,F#/Gb,0.0295,0.0788,0,0.118,0.407,95.406,251200
9451,2009,2,Winter,Use Somebody,KINGS OF LEON,0.276,0.715,C,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
9452,2009,3,Spring,Right Round,FLO RIDA,0.72,0.672,G,0.0551,0.009,0,0.232,0.705,124.986,204640
9453,2009,3,Spring,Dead And Gone,T.I. featuring JUSTIN TIMBERLAKE,0.761,0.471,C,0.0382,0.133,0.0184,0.116,0.31,135.006,314556
9454,2009,3,Spring,Poker Face,LADY GAGA,0.851,0.806,E,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200
9455,2009,3,Spring,Gives You Hell,THE ALL-AMERICAN REJECTS,0.718,0.691,E,0.0387,0.0159,0,0.0627,0.552,100.008,213107
9456,2009,3,Spring,The Climb,MILEY CYRUS,0.327,0.588,E,0.0336,0.0834,0,0.104,0.329,161.074,236067
9457,2009,3,Spring,Heartless,KANYE WEST,0.79,0.647,A#/Bb,0.136,0.0515,0,0.248,0.654,87.999,211000
9458,2009,3,Spring,My Life Would Suck Without You,KELLY CLARKSON,0.526,0.882,A,0.0509,0.0014,0,0.144,0.424,144.982,211493
9459,2009,3,Spring,Crack A Bottle,EMINEM featuring DR. DRE & 50 CENT,0.645,0.495,C#/Db,0.0257,0.00497,0.939,0.081,0.216,84.002,339013
9460,2009,3,Spring,Love Story,TAYLOR SWIFT,0.618,0.741,D,0.031,0.17,0,0.0822,0.296,118.984,235267
9461,2009,3,Spring,Mad,NE-YO,0.727,0.649,C,0.0338,0.661,0,0.111,0.669,129.992,254533
9462,2009,3,Spring,Circus,BRITNEY SPEARS,0.791,0.733,F#/Gb,0.052,0.147,0.000381,0.0713,0.761,114.98,192360
9463,2009,3,Spring,You Found Me,THE FRAY,0.338,0.803,G#/Ab,0.0413,0.0187,0,0.136,0.4,151.994,241853
9464,2009,3,Spring,I Love College,ASHER ROTH,0.713,0.826,G#/Ab,0.243,0.0897,0,0.421,0.664,86.444,241933
9465,2009,3,Spring,Sober,PINK,0.614,0.797,F#/Gb,0.0314,0.0635,0,0.187,0.374,90.946,251533
9466,2009,3,Spring,Single Ladies (Put A Ring On It),BEYONCE,0.426,0.584,C#/Db,0.296,0.0383,0,0.188,0.272,193.437,193213
9467,2009,3,Spring,I'm Yours,JASON MRAZ,0.686,0.457,B,0.0468,0.595,0,0.105,0.718,150.953,242187
9468,2009,3,Spring,Let It Rock,KEVIN RUDOLF featuring LIL WAYNE,0.707,0.764,D,0.0413,0.00104,0.000397,0.0659,0.654,112.029,252258
9469,2009,3,Spring,Diva,BEYONCE,0.875,0.551,F#/Gb,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613
9470,2009,3,Spring,Rockin' That Thang,THE DREAM,0.674,0.616,G#/Ab,0.0432,0.118,0,0.289,0.63,77.968,221933
9471,2009,3,Spring,I Hate This Part,THE PUSSYCAT DOLLS,0.756,0.612,F,0.0317,0.0659,0,0.274,0.452,111.572,218400
9472,2009,3,Spring,Hot'n'Cold,KATY PERRY,0.706,0.841,G,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227
9473,2009,3,Spring,Day'N'Nite,KID CUDI,0.871,0.44,B,0.0761,0.499,4.15E-06,0.114,0.799,137.996,221267
9474,2009,3,Spring,Viva La Vida,COLDPLAY,0.486,0.617,F,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373
9475,2009,3,Spring,Live Your Life,T.I. featuring RIHANNA,0.512,0.817,G,0.0341,0.00024,0.891,0.214,0.796,160.027,249693
9476,2009,3,Spring,Sweet Thing,KEITH URBAN,0.621,0.888,G#/Ab,0.0443,0.19,1.70E-05,0.151,0.651,102.986,228187
9477,2009,3,Spring,White Horse,TAYLOR SWIFT,0.423,0.517,C,0.0486,0.369,0,0.177,0.366,185.262,234516
9478,2009,3,Spring,Untouched,THE VERONICAS,0.557,0.783,F#/Gb,0.234,0.0171,0.0172,0.151,0.442,177.008,255360
9479,2009,3,Spring,Thinking Of You,KATY PERRY,0.431,0.803,E,0.0364,0.00167,0,0.331,0.309,147.048,246410
9480,2009,3,Spring,Gotta Be Somebody,NICKELBACK,0.536,0.89,C,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653
9481,2009,3,Spring,Jai Ho! (You Are My Destiny),A.R. RAHMAN & THE PUSSYCAT DOLLS feat NICOLE SCHERZINGER,0.657,0.941,G#/Ab,0.061,0.0476,0,0.0797,0.879,136.202,222400
9482,2009,3,Spring,Halo,BEYONCE,0.508,0.72,B,0.0628,0.272,0,0.0563,0.472,79.983,261640
9483,2009,3,Spring,It Won't Be Like This For Long,DARIUS RUCKER,0.584,0.524,E,0.0287,0.335,0,0.11,0.389,143.863,219000
9484,2009,3,Spring,Whatever You Like,T.I.,0.68,0.687,A,0.0709,0.0161,0,0.261,0.467,150.053,249533
9485,2009,3,Spring,God Love Her,TOBY KEITH,0.551,0.919,A#/Bb,0.0529,0.133,8.36E-05,0.0637,0.432,125.025,216627
9486,2009,3,Spring,So What,PINK,0.534,0.87,B,0.0425,0.000334,0,0.241,0.462,126.019,215160
9487,2009,3,Spring,Second Chance,SHINEDOWN,0.46,0.796,C,0.0333,0.00107,0,0.106,0.182,100.011,222067
9488,2009,3,Spring,Cowgirls Don't Cry,BROOKS & DUNN featuring REBA McENTIRE,0.655,0.668,A,0.0302,0.0626,2.78E-06,0.179,0.619,114.881,219813
9489,2009,3,Spring,Womanizer,BRITNEY SPEARS,0.724,0.695,B,0.0622,0.073,0,0.0889,0.235,139,224400
9490,2009,3,Spring,She's Country,JASON ALDEAN,0.553,0.872,C#/Db,0.0782,0.198,0,0.0659,0.638,172.138,220573
9491,2009,3,Spring,"1, 2, 3, 4",PLAIN WHITE T'S,0.458,0.55,D,0.0262,0.566,1.39E-05,0.108,0.56,90.56,198360
9492,2009,3,Spring,Stanky Legg,GS BOYZ,0.761,0.704,B,0.059,0.00435,0,0.272,0.738,154.007,233320
9493,2009,3,Spring,Chicken Fried,ZAC BROWN BAND,0.566,0.713,F#/Gb,0.0418,0.645,0,0.114,0.805,169.861,238147
9494,2009,3,Spring,Don't Trust Me,3OH!3,0.791,0.713,F,0.254,0.0163,0,0.189,0.514,130.012,192573
9495,2009,3,Spring,It's America,RODNEY ATKINS,0.612,0.791,F#/Gb,0.0291,0.224,0,0.112,0.786,133.977,207040
9496,2009,3,Spring,If U Seek Amy,BRITNEY SPEARS,0.717,0.587,E,0.0339,0.0192,0,0.0523,0.544,129.954,216520
9497,2009,3,Spring,I Know You Want Me (Calle Ocho),PITBULL,0.817,0.733,D,0.145,0.0152,4.31E-05,0.107,0.833,127.056,237120
9498,2009,3,Spring,Down The Road,KENNY CHESNEY with MAC McANALLY,0.414,0.584,F,0.0285,0.801,6.05E-06,0.617,0.579,162.887,189293
9499,2009,3,Spring,Don't Think I Can't Love You,JAKE OWEN,0.435,0.558,A#/Bb,0.0342,0.26,0,0.245,0.203,115.742,185107
9500,2009,3,Spring,Sex On Fire,KINGS OF LEON,0.542,0.905,A,0.054,0.00172,0.0104,0.136,0.374,153.398,203347
9501,2009,3,Spring,River Of Love,GEORGE STRAIT,0.474,0.814,G,0.0419,0.604,0.0145,0.15,0.91,79.216,195147
9502,2009,3,Spring,Move (If You 'W'anna),MIMS,0.728,0.605,G#/Ab,0.334,0.0197,2.46E-05,0.0668,0.743,80.545,190667
9503,2009,3,Spring,I Told You So,CARRIE UNDERWOOD,0.423,0.522,G#/Ab,0.029,0.643,0,0.122,0.236,147.745,257893
9504,2009,3,Spring,You Complete Me,KEYSHIA COLE,0.681,0.666,D,0.0491,0.578,0,0.26,0.732,111.401,230920
9505,2009,3,Spring,Use Somebody,KINGS OF LEON,0.276,0.715,C,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
9506,2009,3,Spring,I'm On The Boat,THE LONELY ISLAND featuring T-PAIN,0.639,0.705,A,0.0323,0.000257,0.000793,0.0933,0.39,149.959,173078
9507,2009,3,Spring,That's Not My Name,THE TING TINGS,0.755,0.901,A,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573
9508,2009,3,Spring,You're Not Sorry,TAYLOR SWIFT,0.475,0.452,F#/Gb,0.027,0.146,1.36E-06,0.108,0.276,133.959,261787
9509,2009,3,Spring,She Wouldn't Be Gone,BLAKE SHELTON,0.51,0.683,C,0.0302,0.166,0,0.0795,0.211,159.918,215613
9510,2009,3,Spring,Nothin' To Die For,TIM McGRAW,0.481,0.786,A#/Bb,0.0288,0.0538,0,0.0759,0.389,153.105,253640
9511,2009,3,Spring,I'm In Miami Trick,LMFAO,0.94,0.385,F#/Gb,0.439,0.00389,0.000249,0.15,0.701,127.967,228200
9512,2009,3,Spring,"Lions, Tigers & Bears",JAZMINE SULLIVAN,0.576,0.515,F#/Gb,0.0295,0.0788,0,0.118,0.407,95.406,251200
9513,2009,3,Spring,Shuttin' Detroit Down,JOHN RICH,0.515,0.759,G,0.0304,0.285,0,0.242,0.579,167.875,241640
9514,2009,3,Spring,Here Comes Goodbye,RASCAL FLATTS,0.458,0.585,D,0.0342,0.324,0,0.231,0.196,145.977,245373
9515,2009,3,Spring,Last Call,LEE ANN WOMACK,0.335,0.584,F#/Gb,0.0341,0.794,0.000195,0.0869,0.332,78.51,195467
9516,2009,3,Spring,Magnificent,U2,0.529,0.715,F#/Gb,0.0348,0.00012,0.497,0.112,0.592,114.973,324013
9517,2009,3,Spring,I Will Be,LEONA LEWIS,0.462,0.602,G,0.0285,0.142,0,0.156,0.184,75.071,238840
9518,2009,3,Spring,Prom Queen,LIL WAYNE,0.514,0.876,G,0.0625,3.52E-05,2.56E-05,0.17,0.365,144.035,217400
9519,2009,3,Spring,Angels On The Moon,THRIVING IVORY,0.441,0.8,A#/Bb,0.0365,0.267,0,0.101,0.204,151.011,252800
9520,2009,3,Spring,If This Isn't Love,JENNIFER HUDSON,0.587,0.778,E,0.0441,0.21,0,0.106,0.403,129.868,216387
9521,2009,3,Spring,Don't,BILLY CURRINGTON,0.571,0.826,C#/Db,0.0362,0.0446,0,0.343,0.713,90.966,189000
9522,2009,3,Spring,Next To You,MIKE JONES,0.65,0.753,D,0.0632,0.324,0,0.307,0.616,82.478,221933
9523,2009,3,Spring,Ride,MARTINA McBRIDE,0.556,0.836,G,0.042,0.109,0,0.274,0.559,116.978,232547
9524,2009,3,Spring,Kids,MGMT,0.451,0.931,A,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840
9525,2009,3,Spring,Country Boy,ALAN JACKSON,0.73,0.684,A,0.0351,0.259,1.53E-06,0.111,0.564,139.037,246080
9526,2009,3,Spring,Candle (Sick And Tired),THE WHITE TIE AFFAIR,0.557,0.874,C,0.0339,0.00134,0,0.127,0.396,139.002,230707
9527,2009,3,Spring,The Fear,LILY ALLEN,0.661,0.847,A#/Bb,0.0404,0.419,8.82E-05,0.107,0.522,134.002,207120
9528,2009,3,Spring,Lollipop,FRAMING HANLEY,0.348,0.893,C,0.0662,0.000484,6.36E-05,0.281,0.392,148.043,187907
9529,2009,3,Spring,LoveGame,LADY GAGA,0.894,0.678,F#/Gb,0.0523,0.00569,2.43E-06,0.317,0.844,105.024,216333
9530,2009,3,Spring,It Happens,SUGARLAND,0.641,0.724,G#/Ab,0.0483,0.00631,7.08E-05,0.0724,0.748,89.971,181253
9531,2009,3,Spring,Turn My Swag On,SOULJA BOY TELL'EM,0.546,0.712,D#/Eb,0.0269,0.000969,0,0.406,0.489,150.154,206333
9532,2009,3,Spring,Marry For Money,TRACE ADKINS,0.607,0.834,E,0.0856,0.0418,0.000355,0.421,0.687,125.924,183680
9533,2009,3,Spring,More Like Her,MIRANDA LAMBERT,0.556,0.393,B,0.025,0.238,0,0.0979,0.213,132.746,208867
9534,2009,4,Spring,Boom Boom Pow,THE BLACK EYED PEAS,0.867,0.857,A,0.0663,0.13,0.00171,0.13,0.402,130.048,251440
9535,2009,4,Spring,Poker Face,LADY GAGA,0.851,0.806,E,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200
9536,2009,4,Spring,Right Round,FLO RIDA,0.72,0.672,G,0.0551,0.009,0,0.232,0.705,124.986,204640
9537,2009,4,Spring,Dead And Gone,T.I. featuring JUSTIN TIMBERLAKE,0.761,0.471,C,0.0382,0.133,0.0184,0.116,0.31,135.006,314556
9538,2009,4,Spring,Day'N'Nite,KID CUDI,0.871,0.44,B,0.0761,0.499,4.15E-06,0.114,0.799,137.996,221267
9539,2009,4,Spring,Gives You Hell,THE ALL-AMERICAN REJECTS,0.718,0.691,E,0.0387,0.0159,0,0.0627,0.552,100.008,213107
9540,2009,4,Spring,You Found Me,THE FRAY,0.338,0.803,G#/Ab,0.0413,0.0187,0,0.136,0.4,151.994,241853
9541,2009,4,Spring,The Climb,MILEY CYRUS,0.327,0.588,E,0.0336,0.0834,0,0.104,0.329,161.074,236067
9542,2009,4,Spring,My Life Would Suck Without You,KELLY CLARKSON,0.526,0.882,A,0.0509,0.0014,0,0.144,0.424,144.982,211493
9543,2009,4,Spring,Love Sex Magic,CIARA featuring JUSTIN TIMBERLAKE,0.893,0.666,C#/Db,0.136,0.0203,0,0.342,0.874,107.026,220427
9544,2009,4,Spring,Love Story,TAYLOR SWIFT,0.618,0.741,D,0.031,0.17,0,0.0822,0.296,118.984,235267
9545,2009,4,Spring,I Love College,ASHER ROTH,0.713,0.826,G#/Ab,0.243,0.0897,0,0.421,0.664,86.444,241933
9546,2009,4,Spring,Mad,NE-YO,0.727,0.649,C,0.0338,0.661,0,0.111,0.669,129.992,254533
9547,2009,4,Spring,Halo,BEYONCE,0.508,0.72,B,0.0628,0.272,0,0.0563,0.472,79.983,261640
9548,2009,4,Spring,Heartless,KANYE WEST,0.79,0.647,A#/Bb,0.136,0.0515,0,0.248,0.654,87.999,211000
9549,2009,4,Spring,If U Seek Amy,BRITNEY SPEARS,0.717,0.587,E,0.0339,0.0192,0,0.0523,0.544,129.954,216520
9550,2009,4,Spring,Sober,PINK,0.614,0.797,F#/Gb,0.0314,0.0635,0,0.187,0.374,90.946,251533
9551,2009,4,Spring,I'm Yours,JASON MRAZ,0.686,0.457,B,0.0468,0.595,0,0.105,0.718,150.953,242187
9552,2009,4,Spring,Circus,BRITNEY SPEARS,0.791,0.733,F#/Gb,0.052,0.147,0.000381,0.0713,0.761,114.98,192360
9553,2009,4,Spring,Jai Ho! (You Are My Destiny),A.R. RAHMAN & THE PUSSYCAT DOLLS feat NICOLE SCHERZINGER,0.657,0.941,G#/Ab,0.061,0.0476,0,0.0797,0.879,136.202,222400
9554,2009,4,Spring,Second Chance,SHINEDOWN,0.46,0.796,C,0.0333,0.00107,0,0.106,0.182,100.011,222067
9555,2009,4,Spring,Rockin' That Thang,THE DREAM,0.674,0.616,G#/Ab,0.0432,0.118,0,0.289,0.63,77.968,221933
9556,2009,4,Spring,Don't Trust Me,3OH!3,0.791,0.713,F,0.254,0.0163,0,0.189,0.514,130.012,192573
9557,2009,4,Spring,Let It Rock,KEVIN RUDOLF featuring LIL WAYNE,0.707,0.764,D,0.0413,0.00104,0.000397,0.0659,0.654,112.029,252258
9558,2009,4,Spring,I Know You Want Me (Calle Ocho),PITBULL,0.817,0.733,D,0.145,0.0152,4.31E-05,0.107,0.833,127.056,237120
9559,2009,4,Spring,I Told You So,CARRIE UNDERWOOD,0.423,0.522,G#/Ab,0.029,0.643,0,0.122,0.236,147.745,257893
9560,2009,4,Spring,Here Comes Goodbye,RASCAL FLATTS,0.458,0.585,D,0.0342,0.324,0,0.231,0.196,145.977,245373
9561,2009,4,Spring,Single Ladies (Put A Ring On It),BEYONCE,0.426,0.584,C#/Db,0.296,0.0383,0,0.188,0.272,193.437,193213
9562,2009,4,Spring,Crack A Bottle,EMINEM featuring DR. DRE & 50 CENT,0.645,0.495,C#/Db,0.0257,0.00497,0.939,0.081,0.216,84.002,339013
9563,2009,4,Spring,Hot'n'Cold,KATY PERRY,0.706,0.841,G,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227
9564,2009,4,Spring,I Hate This Part,THE PUSSYCAT DOLLS,0.756,0.612,F,0.0317,0.0659,0,0.274,0.452,111.572,218400
9565,2009,4,Spring,White Horse,TAYLOR SWIFT,0.423,0.517,C,0.0486,0.369,0,0.177,0.366,185.262,234516
9566,2009,4,Spring,She's Country,JASON ALDEAN,0.553,0.872,C#/Db,0.0782,0.198,0,0.0659,0.638,172.138,220573
9567,2009,4,Spring,"1, 2, 3, 4",PLAIN WHITE T'S,0.458,0.55,D,0.0262,0.566,1.39E-05,0.108,0.56,90.56,198360
9568,2009,4,Spring,Turn My Swag On,SOULJA BOY TELL'EM,0.546,0.712,D#/Eb,0.0269,0.000969,0,0.406,0.489,150.154,206333
9569,2009,4,Spring,Viva La Vida,COLDPLAY,0.486,0.617,F,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373
9570,2009,4,Spring,It's America,RODNEY ATKINS,0.612,0.791,F#/Gb,0.0291,0.224,0,0.112,0.786,133.977,207040
9571,2009,4,Spring,Don't Forget,DEMI LOVATO,0.641,0.451,E,0.0899,0.507,1.71E-06,0.629,0.612,179.967,223160
9572,2009,4,Spring,It Won't Be Like This For Long,DARIUS RUCKER,0.584,0.524,E,0.0287,0.335,0,0.11,0.389,143.863,219000
9573,2009,4,Spring,Live Your Life,T.I. featuring RIHANNA,0.512,0.817,G,0.0341,0.00024,0.891,0.214,0.796,160.027,249693
9574,2009,4,Spring,Gotta Be Somebody,NICKELBACK,0.536,0.89,C,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653
9575,2009,4,Spring,Then,BRAD PAISLEY,0.493,0.643,C,0.0299,0.512,2.43E-05,0.209,0.3,144.704,321640
9576,2009,4,Spring,Diva,BEYONCE,0.875,0.551,F#/Gb,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613
9577,2009,4,Spring,Knock You Down,KERI HILSON featuring KANYE WEST & NE-YO,0.621,0.899,A#/Bb,0.0299,0.0105,0.0146,0.22,0.839,155.023,329601
9578,2009,4,Spring,That's Not My Name,THE TING TINGS,0.755,0.901,A,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573
9579,2009,4,Spring,Don't Think I Can't Love You,JAKE OWEN,0.435,0.558,A#/Bb,0.0342,0.26,0,0.245,0.203,115.742,185107
9580,2009,4,Spring,It Happens,SUGARLAND,0.641,0.724,G#/Ab,0.0483,0.00631,7.08E-05,0.0724,0.748,89.971,181253
9581,2009,4,Spring,Stanky Legg,GS BOYZ,0.761,0.704,B,0.059,0.00435,0,0.272,0.738,154.007,233320
9582,2009,4,Spring,River Of Love,GEORGE STRAIT,0.474,0.814,G,0.0419,0.604,0.0145,0.15,0.91,79.216,195147
9583,2009,4,Spring,Candle (Sick And Tired),THE WHITE TIE AFFAIR,0.557,0.874,C,0.0339,0.00134,0,0.127,0.396,139.002,230707
9584,2009,4,Spring,Hoedown Throwdown,MILEY CYRUS,0.738,0.804,A#/Bb,0.0608,0.197,0,0.297,0.791,109.045,181013
9585,2009,4,Spring,Come Back To Me,DAVID COOK,0.476,0.895,E,0.0299,0.0101,1.02E-06,0.127,0.632,108.087,248000
9586,2009,4,Spring,Use Somebody,KINGS OF LEON,0.276,0.715,C,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
9587,2009,4,Spring,I'm On The Boat,THE LONELY ISLAND featuring T-PAIN,0.639,0.705,A,0.0323,0.000257,0.000793,0.0933,0.39,149.959,173078
9588,2009,4,Spring,Careless Whisper,SEETHER,0.469,0.943,D,0.102,6.07E-05,0.00547,0.0717,0.358,134.031,296973
9589,2009,4,Spring,Thinking Of You,KATY PERRY,0.431,0.803,E,0.0364,0.00167,0,0.331,0.309,147.048,246410
9590,2009,4,Spring,Whatever It Is,ZAC BROWN BAND,0.686,0.576,C#/Db,0.0284,0.443,1.66E-05,0.212,0.72,83.969,208213
9591,2009,4,Spring,Crazier,TAYLOR SWIFT,0.452,0.544,E,0.0277,0.0631,5.33E-06,0.104,0.158,133.042,191947
9592,2009,4,Spring,Next To You,MIKE JONES,0.65,0.753,D,0.0632,0.324,0,0.307,0.616,82.478,221933
9593,2009,4,Spring,Untouched,THE VERONICAS,0.557,0.783,F#/Gb,0.234,0.0171,0.0172,0.151,0.442,177.008,255360
9594,2009,4,Spring,Nothin' To Die For,TIM McGRAW,0.481,0.786,A#/Bb,0.0288,0.0538,0,0.0759,0.389,153.105,253640
9595,2009,4,Spring,Move (If You 'W'anna),MIMS,0.728,0.605,G#/Ab,0.334,0.0197,2.46E-05,0.0668,0.743,80.545,190667
9596,2009,4,Spring,Be On You,FLO-RIDA feat NE-YO,0.398,0.709,E,0.211,0.334,0,0.142,0.714,78.089,243227
9597,2009,4,Spring,I Run To You,LADY ANTEBELLUM,0.655,0.786,D#/Eb,0.034,0.163,5.99E-05,0.124,0.378,113.964,256013
9598,2009,4,Spring,Shuttin' Detroit Down,JOHN RICH,0.515,0.759,G,0.0304,0.285,0,0.242,0.579,167.875,241640
9599,2009,4,Spring,God Love Her,TOBY KEITH,0.551,0.919,A#/Bb,0.0529,0.133,8.36E-05,0.0637,0.432,125.025,216627
9600,2009,4,Spring,The Fear,LILY ALLEN,0.661,0.847,A#/Bb,0.0404,0.419,8.82E-05,0.107,0.522,134.002,207120
9601,2009,4,Spring,One In Every Crowd,MONTGOMERY GENTRY,0.643,0.86,B,0.0495,0.00423,0,0.286,0.674,111.148,211107
9602,2009,4,Spring,Ride,MARTINA McBRIDE,0.556,0.836,G,0.042,0.109,0,0.274,0.559,116.978,232547
9603,2009,4,Spring,Things That Matter,RASCAL FLATTS,0.565,0.453,G#/Ab,0.0281,0.252,0.000273,0.0793,0.28,126.034,281427
9604,2009,4,Spring,You Complete Me,KEYSHIA COLE,0.681,0.666,D,0.0491,0.578,0,0.26,0.732,111.401,230920
9605,2009,4,Spring,If This Isn't Love,JENNIFER HUDSON,0.587,0.778,E,0.0441,0.21,0,0.106,0.403,129.868,216387
9606,2009,4,Spring,Lifeline,PAPA ROACH,0.454,0.909,D,0.0555,0.000183,0.00026,0.371,0.3,106.044,257547
9607,2009,4,Spring,Kiss A Girl,KEITH URBAN,0.653,0.786,D,0.0338,0.0103,2.19E-06,0.201,0.477,120.992,226733
9608,2009,4,Spring,Sideways,DIERKS BENTLEY,0.624,0.915,F,0.0364,0.141,0,0.386,0.815,108.046,184160
9609,2009,4,Spring,Prom Queen,LIL WAYNE,0.514,0.876,G,0.0625,3.52E-05,2.56E-05,0.17,0.365,144.035,217400
9610,2009,4,Spring,Hot Revolver,LIL WAYNE,0.703,0.513,G,0.0481,0.00523,0,0.0872,0.274,128.994,200800
9611,2009,4,Spring,Always The Love Songs,ELI YOUNG BAND,0.474,0.766,E,0.0291,0.291,1.38E-05,0.685,0.402,149.988,221800
9612,2009,4,Spring,Sobeautiful,MUSIQ SOULCHILD,0.689,0.562,G,0.0637,0.0656,0,0.0885,0.21,133.987,291133
9613,2009,4,Spring,You'll Always Find Your Way Back Home,HANNAH MONTANA,0.577,0.906,G#/Ab,0.0583,0.0304,0,0.189,0.692,152.946,224187
9614,2009,4,Spring,Down The Road,KENNY CHESNEY with MAC McANALLY,0.414,0.584,F,0.0285,0.801,6.05E-06,0.617,0.579,162.887,189293
9615,2009,4,Spring,Kids,MGMT,0.451,0.931,A,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840
9616,2009,5,Spring,Boom Boom Pow,THE BLACK EYED PEAS,0.867,0.857,A,0.0663,0.13,0.00171,0.13,0.402,130.048,251440
9617,2009,5,Spring,Poker Face,LADY GAGA,0.851,0.806,E,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200
9618,2009,5,Spring,Day'N'Nite,KID CUDI,0.871,0.44,B,0.0761,0.499,4.15E-06,0.114,0.799,137.996,221267
9619,2009,5,Spring,Right Round,FLO RIDA,0.72,0.672,G,0.0551,0.009,0,0.232,0.705,124.986,204640
9620,2009,5,Spring,Halo,BEYONCE,0.508,0.72,B,0.0628,0.272,0,0.0563,0.472,79.983,261640
9621,2009,5,Spring,Don't Trust Me,3OH!3,0.791,0.713,F,0.254,0.0163,0,0.189,0.514,130.012,192573
9622,2009,5,Spring,Dead And Gone,T.I. featuring JUSTIN TIMBERLAKE,0.761,0.471,C,0.0382,0.133,0.0184,0.116,0.31,135.006,314556
9623,2009,5,Spring,The Climb,MILEY CYRUS,0.327,0.588,E,0.0336,0.0834,0,0.104,0.329,161.074,236067
9624,2009,5,Spring,I Know You Want Me (Calle Ocho),PITBULL,0.817,0.733,D,0.145,0.0152,4.31E-05,0.107,0.833,127.056,237120
9625,2009,5,Spring,We Made You,EMINEM,0.924,0.853,D,0.0792,0.107,1.45E-06,0.129,0.67,114.003,269613
9626,2009,5,Spring,Gives You Hell,THE ALL-AMERICAN REJECTS,0.718,0.691,E,0.0387,0.0159,0,0.0627,0.552,100.008,213107
9627,2009,5,Spring,Second Chance,SHINEDOWN,0.46,0.796,C,0.0333,0.00107,0,0.106,0.182,100.011,222067
9628,2009,5,Spring,My Life Would Suck Without You,KELLY CLARKSON,0.526,0.882,A,0.0509,0.0014,0,0.144,0.424,144.982,211493
9629,2009,5,Spring,Love Story,TAYLOR SWIFT,0.618,0.741,D,0.031,0.17,0,0.0822,0.296,118.984,235267
9630,2009,5,Spring,Turn My Swag On,SOULJA BOY TELL'EM,0.546,0.712,D#/Eb,0.0269,0.000969,0,0.406,0.489,150.154,206333
9631,2009,5,Spring,You Found Me,THE FRAY,0.338,0.803,G#/Ab,0.0413,0.0187,0,0.136,0.4,151.994,241853
9632,2009,5,Spring,If U Seek Amy,BRITNEY SPEARS,0.717,0.587,E,0.0339,0.0192,0,0.0523,0.544,129.954,216520
9633,2009,5,Spring,Knock You Down,KERI HILSON featuring KANYE WEST & NE-YO,0.621,0.899,A#/Bb,0.0299,0.0105,0.0146,0.22,0.839,155.023,329601
9634,2009,5,Spring,Birthday Sex,JEREMIH,0.679,0.522,G,0.0427,0.297,0,0.151,0.445,60.014,226507
9635,2009,5,Spring,I Do Not Hook Up,KELLY CLARKSON,0.502,0.938,A,0.13,0.00098,0,0.318,0.35,144.077,200347
9636,2009,5,Spring,I'm Yours,JASON MRAZ,0.686,0.457,B,0.0468,0.595,0,0.105,0.718,150.953,242187
9637,2009,5,Spring,Sober,PINK,0.614,0.797,F#/Gb,0.0314,0.0635,0,0.187,0.374,90.946,251533
9638,2009,5,Spring,She's Country,JASON ALDEAN,0.553,0.872,C#/Db,0.0782,0.198,0,0.0659,0.638,172.138,220573
9639,2009,5,Spring,Mad,NE-YO,0.727,0.649,C,0.0338,0.661,0,0.111,0.669,129.992,254533
9640,2009,5,Spring,Then,BRAD PAISLEY,0.493,0.643,C,0.0299,0.512,2.43E-05,0.209,0.3,144.704,321640
9641,2009,5,Spring,3:00 AM,EMINEM,0.75,0.831,E,0.397,0.0603,0,0.0576,0.731,76.439,319853
9642,2009,5,Spring,Heartless,KANYE WEST,0.79,0.647,A#/Bb,0.136,0.0515,0,0.248,0.654,87.999,211000
9643,2009,5,Spring,I Told You So,CARRIE UNDERWOOD,0.423,0.522,G#/Ab,0.029,0.643,0,0.122,0.236,147.745,257893
9644,2009,5,Spring,"1, 2, 3, 4",PLAIN WHITE T'S,0.458,0.55,D,0.0262,0.566,1.39E-05,0.108,0.56,90.56,198360
9645,2009,5,Spring,Here Comes Goodbye,RASCAL FLATTS,0.458,0.585,D,0.0342,0.324,0,0.231,0.196,145.977,245373
